username	date	retweets	favorites	text	geo	mentions	hashtags	id	permalink	Unnamed: 10	Unnamed: 11
e_v_0	2018-06-01 21:48	0	1	opus dei socr				1.00271351841894E+018	https://twitter.com/e_v_0/status/1002713518418939905		
vanessastellzer	2018-06-01 21:47	0	0	ou acorda pra cuspir vai ficar perdido caminho uma pena		@geraldoalckmin		1.00271333670899E+018	https://twitter.com/vanessastellzer/status/1002713336708988929		
EduardoSieber	2018-06-01 21:47	0	0	vai cortar ministrios custos mas locais certo nsade o senhor quer cortar dia funcionrios pblicos quero ver coragem anunciar cortes judicirio				1.00271321448709E+018	https://twitter.com/EduardoSieber/status/1002713214487089153		
rgrpsantos	2018-06-01 21:47	0	0	acho vc poderia ser original nossa discurso poltico ndiz nada agora pq vc ndiz assim vou cortar 10 ministrios economizando x milhes p ms reduzir impostos				1.00271320017193E+018	https://twitter.com/rgrpsantos/status/1002713200171933698		
vanessastellzer	2018-06-01 21:46	0	1	sim gosto geraldo competente bom administrador passo mt raiva s vezes perde pra tartaruga nas ltimas eleies votei pro govsp dessa vez geraldo vai acabar empurrando gente pra outro novo algum amoedo exemplo		@gnatalini		1.00271306548438E+018	https://twitter.com/vanessastellzer/status/1002713065484378112		
cirofbueno	2018-06-01 21:45	0	0	saia senador pode cantar bob dylan tb		@geraldoalckmin		1.00271287627097E+018	https://twitter.com/cirofbueno/status/1002712876270972928		
Meczeera	2018-06-01 21:41	0	0	geraldo alckmin twittercraisckstatus 1002592712141496323				1.00271177699006E+018	https://twitter.com/Meczeera/status/1002711776990060545		
FranciscoACruz	2018-06-01 21:41	1	1	oh deixa ser corruptao mau carter fim est prximo eleies povo saber defenestrlo no voto		@geraldoalckmin		1.00271173597394E+018	https://twitter.com/FranciscoACruz/status/1002711735973941248		
fernandocluiz	2018-06-01 21:39	0	2	meu deus cu				1.00271132800232E+018	https://twitter.com/fernandocluiz/status/1002711328002322433		
judeutricolor	2018-06-01 21:37	0	2	estamos aguardando candidatos				1.00271066979443E+018	https://twitter.com/judeutricolor/status/1002710669794430976		
Guga_ECB	2018-06-01 21:31	0	0	vai mentir pra outro assim casa pqp nt aqui pra defender merda desarmamentista fhc dilma petrobrs perdeu r 150 bilhes valor mercado ainda fez divchegar r 450 bilhes o prealto atualmente conta sendo paga valeu dilma				1.00270932588482E+018	https://twitter.com/Guga_ECB/status/1002709325884817408		
TunicoRMD	2018-06-01 21:31	0	0	4ogmzutk				1.00270926592734E+018	https://twitter.com/TunicoRMD/status/1002709265927335936		
patr_conscien	2018-06-01 21:29	0	0	em cima muro refinaria santo cartel tucano vira direbmf bovespa diz precisamos privatizar ai vira lado sindicatos diz precisamos tabelar precombustveis ao escutar vtnc dois lados chama todos radicais				1.00270883984468E+018	https://twitter.com/patr_conscien/status/1002708839844675584		
Guga_ECB	2018-06-01 21:22	0	0	alvaro dias aquele votou contra reforma trabalhista t pode ser at contra desarmamento apoia privatizatodas estatais mais as nicas opes viveis samoedo flavio rocha talvez meirelles				1.0027070586623E+018	https://twitter.com/Guga_ECB/status/1002707058662301697		
Mariaga05428395	2018-06-01 21:19	0	0	n				1.00270614692121E+018	https://twitter.com/Mariaga05428395/status/1002706146921209862		
minhapista	2018-06-01 21:18	0	0	voto		@geraldoalckmin		1.00270588447101E+018	https://twitter.com/minhapista/status/1002705884471013376		
freitasosmar	2018-06-01 21:15	0	1	n preciso tirar governo negcio petrolfero privatizar ao governo cabe apenas regulamercado ou sr conhece alguma petrousa l jamais haveria rebelicontra petrolfera porque livre concorrncia define pre				1.00270534221049E+018	https://twitter.com/freitasosmar/status/1002705342210494464		
DRREUBER	2018-06-01 21:14	0	0	nao d pra fazer duas coisas				1.00270498693611E+018	https://twitter.com/DRREUBER/status/1002704986936107008		
JosArcdioBuend2	2018-06-01 21:14	0	0	o discurso amanh vou l hoje tambm feito		@marinasilva		1.00270488152064E+018	https://twitter.com/JosArcdioBuend2/status/1002704881520644099		
mone_paty1	2018-06-01 21:13	0	0	ahentendi colocaram ex direto financeiro presidente				1.00270467322738E+018	https://twitter.com/mone_paty1/status/1002704673227378689		
Manoelc84775809	2018-06-01 21:10	0	0	joo voc estuda como o padro eu no vi mais o padro eu acredito que ele est estudando e namorando muito olhe essa gangue criminosa da globo e bandeirantes e do geraldo alckmin e o michel temer so bandidos e destruram e faliram o brasil				1.00270399970603E+018	https://twitter.com/Manoelc84775809/status/1002703999706025984		
GabiMoraes_BRA	2018-06-01 21:08	0	0	inspido inodoro incolor s n gua porque gua gente precisa				1.0027034918094E+018	https://twitter.com/GabiMoraes_BRA/status/1002703491809402887		
CarlosE97657041	2018-06-01 21:07	0	0	privatizaj a acaba cabide empregos				1.0027032146959E+018	https://twitter.com/CarlosE97657041/status/1002703214695895040		
grecovperes	2018-06-01 21:04	0	0	parabns pois estapresentando propostas rumos brasil sobalckminricosperdemnordesteganhaafirmacoordenadorprogramashtml		@geraldoalckmin @lfdavilaoficial		1.0027025622887E+018	https://twitter.com/grecovperes/status/1002702562288701440		
luza_doc	2018-06-01 21:04	0	1	o importante sempre pensar certo 5u9yvku				1.0027025513918E+018	https://twitter.com/luza_doc/status/1002702551391797261		
grecovperes	2018-06-01 21:04	0	0	o bom senso sempre brasil precisa				1.00270234421001E+018	https://twitter.com/grecovperes/status/1002702344210014208		
cr_oliveira	2018-06-01 21:01	0	0	meeeeeeu comida pros peixe santos marca gol a zaga tucana capenga ou derruba temer vai pro chuveiro junto ui mama sabescorregou		@geraldoalckmin		1.00270167629225E+018	https://twitter.com/cr_oliveira/status/1002701676292247552		
ricardoh_sp	2018-06-01 20:58	0	2	eu at tento mt difcil				1.00270104622812E+018	https://twitter.com/ricardoh_sp/status/1002701046228115458		
BrunoSZimbardi	2018-06-01 20:58	0	0	saia logo dessa disputa v pro senado coloque pra presidente		@jdoriajr @Rede45		1.0027009454138E+018	https://twitter.com/BrunoSZimbardi/status/1002700945413804032		
BrunoSZimbardi	2018-06-01 20:56	0	0	como sempre cima muro defenda privatizaempresa candidato				1.00270052310619E+018	https://twitter.com/BrunoSZimbardi/status/1002700523106193409		
EstelitaBorges	2018-06-01 20:54	1	7	esse a n partido vende todo bem pblico some grana				1.00269982265736E+018	https://twitter.com/EstelitaBorges/status/1002699822657363968		
Mariaga05428395	2018-06-01 20:52	0	0	n				1.00269931540243E+018	https://twitter.com/Mariaga05428395/status/1002699315402428416		
marcelornelas	2018-06-01 20:51	0	0	entregar shell exemplo nentendo pode ajudar brasileiros				1.00269929667909E+018	https://twitter.com/marcelornelas/status/1002699296679088128		
betocantu	2018-06-01 20:49	0	0	comentrio chuchu				1.00269865867094E+018	https://twitter.com/betocantu/status/1002698658670940165		
marcelornelas	2018-06-01 20:49	0	0	vc vai privatizar				1.00269864813475E+018	https://twitter.com/marcelornelas/status/1002698648134746112		
marinho687	2018-06-01 20:47	0	0	sapedro parente presidente petrobras motivo discussprcandidatos geraldo alckmin psdb defende poltica proteja consumidores globo2khlycb				1.00269819613143E+018	https://twitter.com/marinho687/status/1002698196131434496		
caniszinho	2018-06-01 20:45	0	0	n geraldo vc precisa privatizar petrobras quebrar monoplio petrleo eu tento votar senho complicado caro				1.00269755248193E+018	https://twitter.com/caniszinho/status/1002697552481931264		
GeraldoFortte	2018-06-01 20:44	1	0	j existe tecnologia carros movidos energia eltrica fonte renovvel esse debate de est atrasado geraldo forte do brasil pr candidato a presidente do brasil no psdb		@blogdojefferson @geraldoalckmin @fabiomagalhaes_ @rbinatal @g1 @psdbmg @PSDBnaCamara		1.00269753167402E+018	https://twitter.com/GeraldoFortte/status/1002697531674021889		
mijota11	2018-06-01 20:43	0	1	pedro parente indicado partido segue diretrizes plano governo partido vocs estpouco lixando consumidor				1.00269720104543E+018	https://twitter.com/mijota11/status/1002697201045434368		
CirciCabelino	2018-06-01 20:43	0	0	bem				1.00269718977948E+018	https://twitter.com/CirciCabelino/status/1002697189779476480		
AquilesConan	2018-06-01 20:42	0	2	bolsonaro conversa militante lgbt protesta contra morte gays palestina				1.00269698733309E+018	https://twitter.com/AquilesConan/status/1002696987333087234		
Gabriel_Q11	2018-06-01 20:40	0	0					1.00269633838198E+018	https://twitter.com/Gabriel_Q11/status/1002696338381983746		
Avallonexxx	2018-06-01 20:33	1	0	mentiroso youtubeaad9m1hzwbe		@geraldoalckmin		1.00269477157444E+018	https://twitter.com/Avallonexxx/status/1002694771574439936		
agmbrasil	2018-06-01 20:33	0	0	se vissem quanto todos nobres colegas usam estado ficariam envergonhados canetas corruptos editioncnn20180601pol iticspruittepapensindexhtmlsrmsgrcnn060118pruittepapens0514pmvodtop		@LulapeloBrasil @dilmabr @MichelTemer @geraldoalckmin @AecioNeves	#canetas #corruptos	1.00269464207539E+018	https://twitter.com/agmbrasil/status/1002694642075389952		
zaven38	2018-06-01 20:32	0	0	nem transporte spaulo incluindo rodoalnel sr nresolvel quase 20 anos vc quer resolver petrobras difcil acreditar sr governador parece pensamento najuda mlavar louquer salvar mundo				1.00269437498212E+018	https://twitter.com/zaven38/status/1002694374982119434		
ribeiro6880	2018-06-01 20:30	0	0	seria realmente petrobras responsveis situabrasileira senhores candidatos 8v41o4wfi		@jairbolsonaro @MarinaSilva @geraldoalckmin @cirogomes @RodrigoMaia @MichelTemer @alvarodias_ @ManuelaDavila @joaoamoedonovo @GuilhermeBoulos @PedroParente		1.00269388731455E+018	https://twitter.com/ribeiro6880/status/1002693887314546689		
crismarques_cwb	2018-06-01 20:29	0	5	lembrei discursos odorico paraguau de boa t feio				1.0026936268022E+018	https://twitter.com/crismarques_cwb/status/1002693626802196480		
RockFull95	2018-06-01 20:28	0	1					1.00269345533477E+018	https://twitter.com/RockFull95/status/1002693455334772736		
cadulorena	2018-06-01 20:27	0	0	tarifao precombustveis gs cozinha continua twitterdanadjutostat us1002679888288141314		@MichelTemer @geraldoalckmin		1.00269314763646E+018	https://twitter.com/cadulorena/status/1002693147636457472		
GaudTorquato	2018-06-01 20:26	2	9	posar lado presidencivel flvio rocha ato considerado ostensivo tucano geraldo alckmin foi apurei junto figuras cpula psdb				1.00269287087955E+018	https://twitter.com/GaudTorquato/status/1002692870879547396		
cadulorena	2018-06-01 20:25	0	0	governo psdb bruno covas sp aumenta subsdio nibus 900 mi garantir lucro empresrios buffly2lezzcq via		@geraldoalckmin @EsquerdaDiario		1.0026927092101E+018	https://twitter.com/cadulorena/status/1002692709210099714		
lepontesaraujo	2018-06-01 20:24	0	0	primeiro turno momentoento votar conscincia vou votar o segundo turno outra histria		@joaoamoedonovo		1.0026925137387E+018	https://twitter.com/lepontesaraujo/status/1002692513738698754		
ProfFagner	2018-06-01 20:24	0	11	dissimulado sonso				1.00269236654804E+018	https://twitter.com/ProfFagner/status/1002692366548037633		
lcgambim	2018-06-01 20:22	0	0	fecha boca governador vc d aumento judicirio h 10 anos				1.00269198360809E+018	https://twitter.com/lcgambim/status/1002691983608090625		
anderson_kimura	2018-06-01 20:20	0	8	meu caro olhar grficos investimento ltimos dois anos prebarril en torno 50 60 voc viu queda significativa pregasolina nesse perodo pelo contrrio principalmente inventaram poltica pre				1.00269143001864E+018	https://twitter.com/anderson_kimura/status/1002691430018637825		
Bopressor20	2018-06-01 20:19	35	169	nesta foto vemos bolsonaro conversando eleitor 8w		@geraldoalckmin		1.00269109814433E+018	https://twitter.com/Bopressor20/status/1002691098144329730		
FlvioGuerraGuim	2018-06-01 20:18	0	0	tentou rasgar seda melou parte traz cueca seu histrico atender mercado faz cair mscara				1.00269087744845E+018	https://twitter.com/FlvioGuerraGuim/status/1002690877448445952		
gersonlucchesi	2018-06-01 20:17	1	1	cunha ta pagando precorrupntal golpe lula cabral estpagando pre garotinho falta acho ainda nnada nome vc pague prepague pena		@AecioNeves @MichelTemer @geraldoalckmin @dilmabr @gleisi		1.00269070020135E+018	https://twitter.com/gersonlucchesi/status/1002690700201353218		
juliocesaramor	2018-06-01 20:17	3	13	hahaha ei alckmin disfarce o acionista majoritrio povo brasileiro ninvestidores americanos protegidos parente tucanos sifu hoje supermercado todo mundo associando psdb			#alckmin #Parente #PSDB	1.00269065415632E+018	https://twitter.com/juliocesaramor/status/1002690654156320770		
EFLustosa	2018-06-01 20:16	0	1	t tipo geraldo alckmin dizendo programa pas falta dinheiro enquanto pagamos 4 trilhes reais ano impostos				1.00269049525927E+018	https://twitter.com/EFLustosa/status/1002690495259271175		
CarlosAraujo68	2018-06-01 20:15	0	5	piada cara esqueceu histria recente brasil mandando estudar deve ser tipo segue mbl prega escola partido idiota				1.00269013412973E+018	https://twitter.com/CarlosAraujo68/status/1002690134129725440		
CostinhaTheBest	2018-06-01 20:13	0	0	k				1.0026896492346E+018	https://twitter.com/CostinhaTheBest/status/1002689649234595841		
CarlosAraujo68	2018-06-01 20:13	0	7	t a bem desenhado pra qualquer cabeoca poltica melhor pra petrobrs mas voc pode negar pois demora encher cabeocas 8gqfphjix				1.00268960929219E+018	https://twitter.com/CarlosAraujo68/status/1002689609292185600		
OMARBATISTA	2018-06-01 20:12	0	2	parente c rola				1.00268941424447E+018	https://twitter.com/OMARBATISTA/status/1002689414244466689		
ProfFagner	2018-06-01 20:11	5	37	t fazendo egpcia parente laia psdb ele s praticando ideais partido lucro acionistas povo pague conta				1.00268916652893E+018	https://twitter.com/ProfFagner/status/1002689166528929792		
AzevRoberto	2018-06-01 20:11	0	3	eu nvoto nele nojo				1.00268912555482E+018	https://twitter.com/AzevRoberto/status/1002689125554819072		
lepontesaraujo	2018-06-01 20:10	0	2	todos partidos deveriam seguir exemplo nrecebe fundo partidrio quem deve bancar campanhas acredita propostas partidos permissdoaempresarial		@partidonovo30		1.0026888195048E+018	https://twitter.com/lepontesaraujo/status/1002688819504795648		
BebeteMedeiros	2018-06-01 20:08	0	0	o juiz moro tucano da quadrilha nada faz para prender ou interrogar seus comparsas co com tudo deveria ter sido preso desde o trensalao entretanto todas as instituies bichadas blindam esses bandidos assassinos corruptos twitterjornalnacional status1002368327220695040		@STF_oficial @GERALDOALCKMIN		1.00268847282467E+018	https://twitter.com/BebeteMedeiros/status/1002688472824668160		
CostinhaTheBest	2018-06-01 20:08	0	0	hahaha				1.00268846041783E+018	https://twitter.com/CostinhaTheBest/status/1002688460417830913		
FalarcomGimenes	2018-06-01 20:07	1	20	me diga so deu certo				1.00268822208489E+018	https://twitter.com/FalarcomGimenes/status/1002688222084894721		
vanessastellzer	2018-06-01 20:05	0	1	nan				1.00268766678421E+018	https://twitter.com/vanessastellzer/status/1002687666784210945		
vanessastellzer	2018-06-01 20:04	1	1	oueleitores geraldo				1.00268733666734E+018	https://twitter.com/vanessastellzer/status/1002687336667340802		
vanessastellzer	2018-06-01 20:03	0	2	o geraldo najuda gente ajudlo				1.00268710319978E+018	https://twitter.com/vanessastellzer/status/1002687103199784960		
MTakeuspa	2018-06-01 20:01	0	1	la vem alckmin discurso miss mundo				1.00268649643081E+018	https://twitter.com/MTakeuspa/status/1002686496430809088		
zeroig	2018-06-01 20:00	0	5	pois ent perguntem aloprados funciona eua europa outros produtores algum s conscincia atrelou algum dia predeus mercado viramos laboratrio capeta experincias dessa turma rentistas				1.0026862556946E+018	https://twitter.com/zeroig/status/1002686255694602244		
Valria92895514	2018-06-01 19:58	1	2	alckmin gosto ti vc t chovendo molhado vc falando bvio fica chato desinteressante falta pimentinha entende				1.00268586141324E+018	https://twitter.com/Valria92895514/status/1002685861413244929		
lnsouza75	2018-06-01 19:56	0	1	famoso engenheiro obra pronta vendedor iluses toda esquerda fala fala propor algo de fato seja vivel n bem a nica coisa boa alckmin presidente aumento ferrovias n alstom				1.00268545725004E+018	https://twitter.com/lnsouza75/status/1002685457250037767		
FranklinFaruk	2018-06-01 19:56	0	6	impossvel uma poltica de preos atrelada ao mercado internacional isso vergonha pas felicidade investidores estrangeiros ganhando dinheiro costas recursos brasileiro lesa ptria 3lfsvr				1.00268533131187E+018	https://twitter.com/FranklinFaruk/status/1002685331311865856		
LuizaCarmem	2018-06-01 19:56	0	0	entenda o pensamento aquele que se escreve nas entrelinhas dobradinha lula esquerdaento qualquer um que ganhar t bom pra eles esquerda e defende o caos que a esta twitterfolhastatus1 002595630785544199		@geraldoalckmin		1.00268532476041E+018	https://twitter.com/LuizaCarmem/status/1002685324760412162		
Helena32324407	2018-06-01 19:56	0	1	certeza				1.00268527509984E+018	https://twitter.com/Helena32324407/status/1002685275099844614		
LuizaCarmem	2018-06-01 19:53	0	0	qualquer ganhar nessa dobradinha lula esquerdaassim qualquer forma esquerda poder os pensamentos vazam		@geraldoalckmin		1.00268462191253E+018	https://twitter.com/LuizaCarmem/status/1002684621912526854		
celsodutra22	2018-06-01 19:53	0	2	o falou falta dinheiro conta queda arrecadacausada recess nada h errado declara		@geraldoalckmin		1.00268447191994E+018	https://twitter.com/celsodutra22/status/1002684471919939586		
VeigaAnjos	2018-06-01 19:52	0	1	95 brasileiros vvotar mito				1.00268424471035E+018	https://twitter.com/VeigaAnjos/status/1002684244710346752		
maurici47216872	2018-06-01 19:51	0	1	hoje nnperceber militncia favor candidatura geraldo alckmin eleiser norteada redes sociais esquetempo televis ningum liga e prepareporque vamos zuar voc demais				1.00268411325664E+018	https://twitter.com/maurici47216872/status/1002684113256636419		
brunomesquita81	2018-06-01 19:51	0	0	1xoyejnit				1.00268402951739E+018	https://twitter.com/brunomesquita81/status/1002684029517385729		
independentesbr	2018-06-01 19:50	0	0	isso chama competitvidade vocs sincapazes fazer				1.00268393671422E+018	https://twitter.com/independentesbr/status/1002683936714223616		
jasongabriel17	2018-06-01 19:46	0	0	nem pai candidato partido votaria				1.00268274152634E+018	https://twitter.com/jasongabriel17/status/1002682741526335490		
veiopulu	2018-06-01 19:45	0	3	falou merendeiro				1.00268262670721E+018	https://twitter.com/veiopulu/status/1002682626707206151		
leandrosda	2018-06-01 19:45	0	0	8boorxfp4d				1.00268261494637E+018	https://twitter.com/leandrosda/status/1002682614946369538		
LucieneCaP	2018-06-01 19:45	6	12	711qjkvrg				1.00268259204547E+018	https://twitter.com/LucieneCaP/status/1002682592045469697		
gabrielmkoerich	2018-06-01 19:43	0	5	petrleo queda livre onde				1.00268214823358E+018	https://twitter.com/gabrielmkoerich/status/1002682148233580545		
Rgassump	2018-06-01 19:41	0	0	mas 3 4 mandatos ja sei nao conseguiu privatizar sabesp				1.00268156862691E+018	https://twitter.com/Rgassump/status/1002681568626905094		
welintonbarros	2018-06-01 19:39	0	1	j t at vendo ser campanha poltica o geraldo alckmin publicou vdeo caf alckmin	" completamente o oposto do que deveria ter feito. Tomando cafÃ©zinho em padaria e robotizado como sempre. O Meirelles jÃ¡ mandou um vÃ­deo topzera com a tag #ChamaOMeirelles"""			#ChamaOMeirelles	1.00268118750308E+018	https://twitter.com/welintonbarros/status/1002681187503083522	
Helena32324407	2018-06-01 19:39	0	1	vgalinha hahaha entvc vai conhecer oq vgalinha turbinada seu galo velho corrupto presidente brasil primeiro turno twittersigaolivresta tus1002678612103921666		@geraldoalckmin @jairbolsonaro		1.00268105991663E+018	https://twitter.com/Helena32324407/status/1002681059916632068		
LuizAquinoF	2018-06-01 19:35	0	0	lava maos deixa qquer ser eleito realistas sempre menos ruim				1.00268012682234E+018	https://twitter.com/LuizAquinoF/status/1002680126822338562		
LuizAquinoF	2018-06-01 19:34	0	0	seguir orientacade inicio reduzir volatilidade mercado futuros tambem finalmente entender caminhoneiro nao operador bmfbovespa				1.00267971346533E+018	https://twitter.com/LuizAquinoF/status/1002679713465331713		
FranciscoACruz	2018-06-01 19:31	1	0	tucanideesquerdopa d olhada engula arrogncia enqueteaovivobrver		@geraldoalckmin	#Tucan	1.00267913713851E+018	https://twitter.com/FranciscoACruz/status/1002679137138507785		
sigaolivre	2018-06-01 19:29	1	1	para coordenador geraldo alckmin possvel candidatura presidente deputado federal jair messias bolsonaro psl voo galinha chamou aventureiro olivrebrguerraprecam panha				1.00267861210392E+018	https://twitter.com/sigaolivre/status/1002678612103921666		
WegdonP	2018-06-01 19:28	0	0	nbota inaudvel meio n senboto meio inaudvel				1.00267835142798E+018	https://twitter.com/WegdonP/status/1002678351427981312		
Felip1908	2018-06-01 19:27	1	3	tem privatizar logo				1.00267812231839E+018	https://twitter.com/Felip1908/status/1002678122318385152		
terezaneuman1	2018-06-01 19:26	0	0	anta deve ser inaudvel kkkkk				1.00267784325453E+018	https://twitter.com/terezaneuman1/status/1002677843254530049		
Mariaga05428395	2018-06-01 19:23	0	0	n				1.0026769613853E+018	https://twitter.com/Mariaga05428395/status/1002676961385295874		
EARibeiro	2018-06-01 19:22	0	0	falou santo1002676793223143425	https://twitter.com/EARibeiro/status/1002676793223143425						
WegdonP	2018-06-01 19:22	0	0	radicais anta k4ce				1.00267678364328E+018	https://twitter.com/WegdonP/status/1002676783643283458		
SoninhaAmora	2018-06-01 19:21	0	0	nperca tempo voc lixo partido corruptos parceiros quadrilha petista estmortos politicamente				1.00267656826578E+018	https://twitter.com/SoninhaAmora/status/1002676568265777153		
Rogeriouss	2018-06-01 19:21	0	1	e merendas crian governador				1.00267645796823E+018	https://twitter.com/Rogeriouss/status/1002676457968230400		
pauloeduwcski	2018-06-01 19:21	0	0	alckimin fanfarr precisa sair 3 bolsonaro npassa achaque pra produzir centro q nexiste ser pt esquerda q direita apresentar consrcio direitista psdb twitteresmaelmoraiss tatus1002675553030242304		@geraldoalckmin		1.00267642766438E+018	https://twitter.com/pauloeduwcski/status/1002676427664379905		
danpontes999	2018-06-01 19:19	0	1	cara uns robs aqui pra curtir besteiras igual l face escrever bobagens aqui s vai queimar filme				1.00267605742478E+018	https://twitter.com/danpontes999/status/1002676057424777217		
florsete	2018-06-01 19:19	0	0	importante sr ser firme sair cima muro o sr devia ter manifestado contra fez cidade refm contra sapedro parente				1.00267593136913E+018	https://twitter.com/florsete/status/1002675931369132032		
WegdonP	2018-06-01 19:18	0	0	que o 2q8mk9m		@geraldoalckmin		1.0026756894459E+018	https://twitter.com/WegdonP/status/1002675689445904390		
alfredo_cunha	2018-06-01 19:16	0	0	persio arida coordenador propostas econmicas geraldoalckmin psdb 8hfsf3w		@geraldoalckmin	#GeraldoAlckmin	1.00267539027459E+018	https://twitter.com/alfredo_cunha/status/1002675390274592768		
WegdonP	2018-06-01 19:16	0	4	mascontesobre paulo preto				1.00267522669667E+018	https://twitter.com/WegdonP/status/1002675226696667137		
fmgsneto	2018-06-01 19:16	1	0	ciro gomes codinome sardinha lista jbs geraldo alckmin codinome santo lista odebrecht luiz incio lula silva codinome amigo lista odebrecht jair bolsonaro codinome mito lista povo brasileiro eleies2018			#Elei	1.00267515929008E+018	https://twitter.com/fmgsneto/status/1002675159290077184		
RenovaPSDB	2018-06-01 19:15	0	18	ns tambm favor privatizapetrobras o promoveu maior programa privatizaes histria brasil com presidncia retomaremos programa twittermkarlstatus 1002666933601349632		@RenovaPSDB @Rede45 @geraldoalckmin		1.00267502035787E+018	https://twitter.com/RenovaPSDB/status/1002675020357873665		
gibapere	2018-06-01 19:15	0	3	os trouxas psdb vdoar petrobrs stodos fdps				1.00267501142826E+018	https://twitter.com/gibapere/status/1002675011428257794		
CrisMenshova	2018-06-01 19:15	1	3	por gentileza mostrar nome bolsonaro planilha propinas odebrecht grata				1.00267494838781E+018	https://twitter.com/CrisMenshova/status/1002674948387811328		
patsalgueiro	2018-06-01 19:14	0	1	repetindo obras superfaturada r 50 milhes sr vai entregar policia twittermendesoncasta tus1002472586863882240		@geraldoalckmin		1.00267483502422E+018	https://twitter.com/patsalgueiro/status/1002674835024220161		
Gabriel_Q11	2018-06-01 19:13	0	0	e				1.00267447977501E+018	https://twitter.com/Gabriel_Q11/status/1002674479775010822		
Writer_Martins	2018-06-01 19:13	0	0	crise provocada relaes mafiosas polticos empresrios sonegador fiesp				1.00267444701744E+018	https://twitter.com/Writer_Martins/status/1002674447017443328		
herberttmar	2018-06-01 19:11	0	1	o excelentssimo fdp pense cara pau caralho		@geraldoalckmin		1.00267396473125E+018	https://twitter.com/herberttmar/status/1002673964731248640		
DANTONLRODRIGUE	2018-06-01 19:11	0	0	bl bl bl essa conversa fiada cansados ouvir				1.00267391725596E+018	https://twitter.com/DANTONLRODRIGUE/status/1002673917255962624		
Mariaga05428395	2018-06-01 19:09	0	0	n				1.00267351547511E+018	https://twitter.com/Mariaga05428395/status/1002673515475107840		
Gabriel_Q11	2018-06-01 19:09	0	0					1.00267344564842E+018	https://twitter.com/Gabriel_Q11/status/1002673445648420865		
marcoacrilico	2018-06-01 19:07	0	1	boa noite ser o paulo preto o vamos sugar povo		@geraldoalckmin		1.00267303988726E+018	https://twitter.com/marcoacrilico/status/1002673039887257601		
MrTaxFree1	2018-06-01 19:06	0	0	arrombado vcs precisam tirar msujas coisas poltica predefinida vcs vtnc				1.00267268935246E+018	https://twitter.com/MrTaxFree1/status/1002672689352462336		
MARCOSFC100	2018-06-01 19:02	0	0	q coisa feia vcs roubaram o brasil e vem falar de galinhas s pode ser piada twittercarlosbolsonar status1002654556575207426		@geraldoalckmin		1.00267173443108E+018	https://twitter.com/MARCOSFC100/status/1002671734431076352		
hhengenharia18	2018-06-01 18:53	0	1	solumeio grvida legal mas comum brasil				1.00266958085734E+018	https://twitter.com/hhengenharia18/status/1002669580857339904		
BarbaraReco	2018-06-01 18:52	0	0	e nova reladizendo milhes sr desviado				1.00266923661823E+018	https://twitter.com/BarbaraReco/status/1002669236618227712		
gilter_soares	2018-06-01 18:49	0	0	cala boca carai				1.00266850328611E+018	https://twitter.com/gilter_soares/status/1002668503286108160		
DANILOCOLLY	2018-06-01 18:49	0	1	cala boca cara puta corrupto vc acredita honestidade igual mst acredita lula acorda ingnuo				1.00266837153878E+018	https://twitter.com/DANILOCOLLY/status/1002668371538776067		
glauxBrasil	2018-06-01 18:48	0	0	pura verdade voto arma o brasil precisa candidato lideran dilogo experincia poltica boas ideias vejo tudo alckmin vai ganhar maior visibilidade durante debates		@geraldoalckmin		1.00266834399484E+018	https://twitter.com/glauxBrasil/status/1002668343994839040		
diegoricarten	2018-06-01 18:47	0	5	futuro presidente a exploradistribuicombustveis nacionais deveria ser iniciativa privada				1.0026680780718E+018	https://twitter.com/diegoricarten/status/1002668078071799808		
glauxBrasil	2018-06-01 18:43	0	0	ser quando comearem debates vai avanar sabe ganha at primeiro turno		@geraldoalckmin		1.00266688338722E+018	https://twitter.com/glauxBrasil/status/1002666883387219970		
BRpresidente45	2018-06-01 18:38	0	0	brpresidente45		@geraldoalckmin		1.00266573556557E+018	https://twitter.com/BRpresidente45/status/1002665735565570048		
vauldir	2018-06-01 18:37	1	1	geraldo alckmin ele que atrasou so paulo e ficou mais de 10 anos igual um toco l no palcio bandeirantes uma mancha aos bandeirantes paulistaspessoa soneira o anestesista sempre pattico quando fala dos outros sem autocrtica alguma no olha o lixo de gestor que sempre foi 58t5di3g47				1.00266553531688E+018	https://twitter.com/vauldir/status/1002665535316877313		
muzzioalexandre	2018-06-01 18:36	0	0	usou 288 caracteres nsaiu cima muro sobre petrobras vou usar apenas 82 apontar caminho corte impostos acabe ministrios reduza privilgios privatize petrobras abra mercado chuchu psdb		@geraldoalckmin	#chuchu #psdb	1.0026653040807E+018	https://twitter.com/muzzioalexandre/status/1002665304080699397		
Mariaga05428395	2018-06-01 18:30	0	1	n				1.00266370209984E+018	https://twitter.com/Mariaga05428395/status/1002663702099841027		
raraujo2811	2018-06-01 18:26	0	0	alckmin sempre cima muro est angariando voto pra esquerda se honesto gritava todas letras privatizageral		@geraldoalckmin		1.00266266272621E+018	https://twitter.com/raraujo2811/status/1002662662726213632		
